 2016-11-14 10:28:04,553 [P42252/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.3 application starting on MARIA-L2-PC
 2016-11-14 10:28:04,695 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-11-14 10:28:04,714 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 19ms)
 2016-11-14 10:28:05,287 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-11-14 10:28:06,283 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 995ms)
 2016-11-14 10:28:06,961 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-11-14 10:28:06,963 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 1ms)
 2016-11-14 10:28:06,963 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-11-14 10:28:06,965 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 2ms)
 2016-11-14 10:28:07,025 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-11-14 10:28:07,027 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 2ms)
 2016-11-14 10:28:07,028 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-11-14 10:28:07,207 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 178ms)
 2016-11-14 10:28:07,731 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-11-14 10:28:07,733 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 1ms)
 2016-11-14 10:28:07,734 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-11-14 10:28:07,736 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 1ms)
 2016-11-14 10:28:10,462 [P42252/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-11-14 10:28:11,397 [P42252/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-11-14 10:28:11,415 [P42252/D2/T1] INFO  Umbraco.Forms.Core.Cache.CacheEventHandler - Initializing Umbraco Forms Events to trigger Cache Refreshers
 2016-11-14 10:28:11,700 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-11-14 10:28:11,704 [P42252/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 4ms)
 2016-11-14 10:28:12,337 [P42252/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-11-14 10:28:12,565 [P42252/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-11-14 10:28:13,399 [P42252/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-11-14 10:28:13,400 [P42252/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-11-14 10:28:13,526 [P42252/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 9237ms)
 2016-11-14 10:28:22,174 [P42252/D2/T7] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:53663/umbraco (UmbracoModule request)
 2016-11-14 10:28:26,509 [P42252/D2/T7] INFO  umbraco.content - Load Xml from file...
 2016-11-14 10:28:26,672 [P42252/D2/T7] INFO  umbraco.content - Loaded Xml from file.
 2016-11-14 10:28:29,229 [P42252/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-11-14 10:28:29,232 [P42252/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 3ms)
 2016-11-14 10:28:45,555 [P42252/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.cms.businesslogic.macro.IMacroEngine
 2016-11-14 10:28:45,558 [P42252/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.cms.businesslogic.macro.IMacroEngine, found 0 (took 3ms)
 2016-11-14 10:28:56,245 [P42252/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-11-14 10:28:56,246 [P42252/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 0ms)
 2016-11-14 10:29:28,161 [P42252/D2/T12] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-11-13 10:29:26
 2016-11-14 10:30:48,068 [P42252/D2/T11] INFO  Umbraco.Web.Mvc.UmbracoPageResult - Executing Umbraco RouteDefinition controller
 2016-11-14 10:30:48,099 [P42252/D2/T11] INFO  Umbraco.Web.Mvc.UmbracoPageResult - Finished (took 30ms)
 2016-11-14 10:31:04,772 [P42252/D2/T11] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username mariya@abv.bg from IP address ::1
 2016-11-14 10:31:04,776 [P42252/D2/T11] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: mariya@abv.bg logged in from IP address ::1
 2016-11-14 10:31:05,489 [P42252/D2/T11] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-11-14 10:31:05,490 [P42252/D2/T11] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 1ms)
 2016-11-14 10:31:05,743 [P42252/D2/T31] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2016-11-14 10:31:05,746 [P42252/D2/T31] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 3ms)
 2016-11-14 10:31:06,102 [P42252/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-11-14 10:31:06,103 [P42252/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2016-11-14 10:31:06,109 [P42252/D2/T30] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-11-14 10:31:06,113 [P42252/D2/T30] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 4ms)
 2016-11-14 10:31:06,126 [P42252/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-11-14 10:31:06,131 [P42252/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 5ms)
 2016-11-14 10:32:44,840 [P42252/D2/T35] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'никито' with Id '0' has been published.
 2016-11-14 10:32:46,138 [P42252/D2/T35] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2016-11-14 10:32:46,140 [P42252/D2/T35] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 2ms)
 2016-11-14 10:32:47,085 [P42252/D2/T35] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'фгхйк' with Id '0' has been published.
 2016-11-14 10:32:47,411 [P42252/D2/T35] INFO  Umbraco.Web.Mvc.UmbracoPageResult - Executing Umbraco RouteDefinition controller
 2016-11-14 10:32:47,446 [P42252/D2/T35] INFO  Umbraco.Web.Mvc.UmbracoPageResult - Finished (took 35ms)
 2016-11-14 10:32:51,292 [P42252/D2/T13] INFO  umbraco.content - Save Xml to file...
 2016-11-14 10:32:51,324 [P42252/D2/T13] INFO  umbraco.content - Saved Xml to file.
 2016-11-14 15:18:18,816 [P31352/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.3 application starting on MARIA-L2-PC
 2016-11-14 15:18:18,978 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-11-14 15:18:19,008 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 30ms)
 2016-11-14 15:18:19,747 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-11-14 15:18:20,540 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 793ms)
 2016-11-14 15:18:21,110 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-11-14 15:18:21,113 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 3ms)
 2016-11-14 15:18:21,114 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-11-14 15:18:21,119 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 4ms)
 2016-11-14 15:18:21,249 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-11-14 15:18:21,252 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 2ms)
 2016-11-14 15:18:21,253 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-11-14 15:18:21,507 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 254ms)
 2016-11-14 15:18:22,002 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-11-14 15:18:22,004 [P31352/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 1ms)
